id,firstName,lastName,middleName,gender,birthDate
"916","Діана","Дідух","Гордіївна","female","Sun Dec 24 1989 04:22:31 GMT+0300 (Eastern European Standard Time)"
"917","Болеслава","Кандиба","Григоріївна","female","Sun Jun 12 1983 13:21:22 GMT+0400 (Eastern European Summer Time)"
"918","Віола","Луцька","Всеславівна","female","Mon Oct 02 1972 00:53:01 GMT+0300 (Eastern European Standard Time)"
"919","Любодар","Глинський","Азарович","male","Wed Jun 15 1983 04:30:40 GMT+0400 (Eastern European Summer Time)"
"920","Макар","Сушко","Корнилович","male","Mon Oct 20 1975 19:29:52 GMT+0300 (Eastern European Standard Time)"
"921","Зореслава","Демчишина","Гнатівна","female","Tue Jun 28 1988 00:54:55 GMT+0400 (Eastern European Summer Time)"
"922","Орися","Погиба","Корнеліївна","female","Mon Sep 15 1986 22:05:19 GMT+0400 (Eastern European Summer Time)"
"923","Аполлінарія","Маринич","Бориславівна","female","Mon Nov 22 1971 09:07:19 GMT+0300 (Eastern European Standard Time)"
"924","Марта","Лахман","Гарасимівна","female","Fri Feb 28 1997 04:53:54 GMT+0200 (Eastern European Standard Time)"
"925","Владислав","Осадко","Олегович","male","Fri Apr 12 1985 03:04:03 GMT+0400 (Eastern European Summer Time)"
"926","Варвара","Усич","Олексіївна","female","Fri May 09 1969 23:19:17 GMT+0300 (Eastern European Standard Time)"
"927","Соня","Сторожук","Орхипівна","female","Fri Sep 02 1988 23:32:34 GMT+0400 (Eastern European Summer Time)"
"928","Доброслав","Поривай","Боримирович","male","Wed Nov 29 2006 09:45:56 GMT+0200 (Eastern European Standard Time)"
"929","Славута","Троян","Братиславович","male","Sat Feb 10 2001 23:20:06 GMT+0200 (Eastern European Standard Time)"
"930","Хорив","Опенько","Алевтинович","male","Wed Aug 17 1966 16:07:27 GMT+0300 (Eastern European Standard Time)"
"931","Любослава","Ліхно","Михайлівна","female","Wed Mar 05 1969 01:52:48 GMT+0300 (Eastern European Standard Time)"
"932","Гордій","Іванів","Корнійович","male","Fri Dec 09 1983 08:19:24 GMT+0300 (Eastern European Standard Time)"
"933","Антін","Маковецький","Олексійович","male","Sat Apr 08 2000 23:27:19 GMT+0300 (Eastern European Summer Time)"
"934","Палажка","Юхно","Тарасівна","female","Thu Dec 16 1993 00:34:10 GMT+0200 (Eastern European Standard Time)"
"935","Августин","Зварич","Юхимович","male","Sat Oct 25 2003 07:31:45 GMT+0300 (Eastern European Summer Time)"
"936","Аврелія","Мазило","Остапівна","female","Wed Nov 22 1967 13:46:28 GMT+0300 (Eastern European Standard Time)"
"937","Аврелія","Андрухович","Добромирівна","female","Sun Oct 15 2000 19:20:50 GMT+0300 (Eastern European Summer Time)"
"938","Антонида","Паращук","Радимирівна","female","Sat Sep 12 1981 02:01:03 GMT+0400 (Eastern European Summer Time)"
"939","Ладислав","Трублаєвський","Корнилович","male","Wed Dec 04 1974 20:15:32 GMT+0300 (Eastern European Standard Time)"
"940","Вадим","Глинський","Братиславович","male","Tue Nov 10 1981 09:10:35 GMT+0300 (Eastern European Standard Time)"
"941","Подолян","Лахман","Боженович","male","Mon Mar 12 1979 04:02:52 GMT+0300 (Eastern European Standard Time)"
"942","Зореслава","Тиндарей","Олегівна","female","Mon Nov 25 1996 10:31:37 GMT+0200 (Eastern European Standard Time)"
"943","Ігор","Осадко","Зеновійович","male","Thu Feb 21 1980 09:44:43 GMT+0300 (Eastern European Standard Time)"
"944","Братислав","Сушко","Олексійович","male","Sat Oct 14 1967 05:58:10 GMT+0300 (Eastern European Standard Time)"
"945","Кузьма","Саєнко","Остапович","male","Sat Apr 30 1977 11:50:20 GMT+0300 (Eastern European Standard Time)"
"946","Добринка","Борецька","Віталіївна","female","Sun Apr 12 1981 02:27:27 GMT+0400 (Eastern European Summer Time)"
"947","Славолюб","Сідляк","Бориславович","male","Wed Aug 12 1970 11:07:15 GMT+0300 (Eastern European Standard Time)"
"948","Мусій","Балабух","Маркович","male","Thu Nov 04 1971 23:31:23 GMT+0300 (Eastern European Standard Time)"
"949","Майя","Шудрик","Борисівна","female","Fri Sep 06 1968 16:57:57 GMT+0300 (Eastern European Standard Time)"
"950","Ярополк","Шиян","Данилович","male","Sat Aug 05 1995 13:34:31 GMT+0300 (Eastern European Summer Time)"
"951","Славута","Хитрово","Звениславович","male","Fri Apr 24 1981 01:52:31 GMT+0400 (Eastern European Summer Time)"
"952","Стожар","Потебенько","Максимович","male","Sun Dec 25 1977 05:30:50 GMT+0300 (Eastern European Standard Time)"
"953","Денис","Гнатишин","Юрійович","male","Mon Feb 11 2002 16:02:26 GMT+0200 (Eastern European Standard Time)"
"954","Ярема","Ромочко","Звенимирович","male","Wed Feb 12 1992 22:33:51 GMT+0200 (Eastern European Standard Time)"
"955","Мусій","Кандиба","Аркадійович","male","Fri Sep 17 1965 18:32:58 GMT+0300 (Eastern European Standard Time)"
"956","Родослав","Троян","Радимович","male","Thu Mar 11 1999 20:26:18 GMT+0200 (Eastern European Standard Time)"
"957","Аркадія","Витребенько","Вадимівна","female","Sat Jan 04 1975 08:01:58 GMT+0300 (Eastern European Standard Time)"
"958","В’ячеслав","Витребенько","Іванович","male","Tue Feb 15 1983 06:20:04 GMT+0300 (Eastern European Standard Time)"
"959","Раїса","Гриневецька","Сергіївна","female","Sat Jun 26 1982 22:25:26 GMT+0400 (Eastern European Summer Time)"
"960","Броніслава","Латанська","Даромирівна","female","Tue Apr 18 1967 10:02:19 GMT+0300 (Eastern European Standard Time)"
"961","Руслана","Пендик","Анастасівна","female","Tue Jan 10 1995 13:51:45 GMT+0200 (Eastern European Standard Time)"
"962","Світлана","Горбач","Миколаївна","female","Wed Feb 27 2002 03:32:37 GMT+0200 (Eastern European Standard Time)"
"963","Захар","Лановий","Миронович","male","Fri Nov 23 1990 04:19:07 GMT+0300 (Eastern European Summer Time)"
"964","Ігор","Білич","Денисович","male","Wed Jul 13 1966 01:14:57 GMT+0300 (Eastern European Standard Time)"
"965","Стефаній","Сідляк","Даромирович","male","Wed Aug 20 1975 11:03:09 GMT+0300 (Eastern European Standard Time)"
"966","Архип","Кононець","Алевтинович","male","Wed Apr 02 1986 23:51:38 GMT+0400 (Eastern European Summer Time)"
"967","Гліб","Кивач","Остапович","male","Sat Jul 29 1967 23:48:49 GMT+0300 (Eastern European Standard Time)"
"968","Ростислава","Малкович","Романівна","female","Sat Feb 09 1980 21:51:52 GMT+0300 (Eastern European Standard Time)"
"969","Ада","Марків","Арсеніївна","female","Sun Feb 26 2006 02:48:50 GMT+0200 (Eastern European Standard Time)"
"970","Станислава","Вітряк","Євгенівна","female","Thu Sep 27 1973 12:23:40 GMT+0300 (Eastern European Standard Time)"
"971","Зоремир","Каськів","Гнатович","male","Tue Jul 11 2006 03:31:11 GMT+0300 (Eastern European Summer Time)"
"972","Юстина","Савицька","Петрівна","female","Fri Aug 17 2007 14:51:22 GMT+0300 (Eastern European Summer Time)"
"973","Віргінія","Тиндарей","Маркіянівна","female","Sat Apr 17 1971 12:47:02 GMT+0300 (Eastern European Standard Time)"
"974","Анастасія","Бандера","Ізяславівна","female","Mon Jun 05 1995 13:53:49 GMT+0300 (Eastern European Summer Time)"
"975","Володимир","Бурмило","Миронович","male","Wed May 23 1984 14:55:21 GMT+0400 (Eastern European Summer Time)"
"976","Ярослава","Лящук","Звенимирівна","female","Wed Feb 09 1972 05:57:30 GMT+0300 (Eastern European Standard Time)"
"977","Ганна","Потоцька","Георгіївна","female","Wed Dec 18 1985 06:42:30 GMT+0300 (Eastern European Standard Time)"
"978","Ксенія","Волощук","Богданівна","female","Thu Jan 16 1969 19:51:13 GMT+0300 (Eastern European Standard Time)"
"979","Віра","Осадко","Пилипівна","female","Sat Dec 11 2004 22:06:53 GMT+0200 (Eastern European Standard Time)"
"980","Оксана","Трясун","Захарівна","female","Wed May 02 1984 11:33:55 GMT+0400 (Eastern European Summer Time)"
"981","Віта","Магера","Дмитрівна","female","Tue Jun 11 2002 11:43:06 GMT+0300 (Eastern European Summer Time)"
"982","Охрім","Коман","Сергійович","male","Mon Feb 26 1996 20:40:23 GMT+0200 (Eastern European Standard Time)"
"983","Юхим","Шкараба","Архипович","male","Thu May 29 1969 17:54:53 GMT+0300 (Eastern European Standard Time)"
"984","Іннеса","Петрина","Вадимівна","female","Fri May 28 1976 12:26:45 GMT+0300 (Eastern European Standard Time)"
"985","Жанна","Скоропадська","Мстиславівна","female","Tue May 29 2007 10:30:30 GMT+0300 (Eastern European Summer Time)"
"986","Любомир","Магера","Звенимирович","male","Thu Mar 25 1965 01:39:59 GMT+0300 (Eastern European Standard Time)"
"987","Афанасія","Боровська","Всеславівна","female","Sun Feb 08 1987 01:47:47 GMT+0300 (Eastern European Standard Time)"
"988","Славомир","Кивач","Денисович","male","Tue Jun 15 1976 18:53:30 GMT+0300 (Eastern European Standard Time)"
"989","Степан","Мотрієнко","Афанасійович","male","Tue Nov 26 1996 06:50:26 GMT+0200 (Eastern European Standard Time)"
"990","Доброслав","Василин","Олелькович","male","Thu Apr 04 1996 05:06:02 GMT+0300 (Eastern European Summer Time)"
"991","Валентина","Миклухо","Аркадіївна","female","Sat Sep 16 2006 20:17:02 GMT+0300 (Eastern European Summer Time)"
"992","Лад","Гришко","Азарович","male","Tue Jan 20 1998 11:50:44 GMT+0200 (Eastern European Standard Time)"
"993","Адріян","Мотрієнко","Захарович","male","Fri Oct 05 2007 16:55:36 GMT+0300 (Eastern European Summer Time)"
"994","Юхима","Шамрило","Тимофіївна","female","Mon Apr 15 1991 13:27:12 GMT+0300 (Eastern European Summer Time)"
"995","Сергій","Кульчицький","Божемирович","male","Sat Aug 13 1983 06:53:53 GMT+0400 (Eastern European Summer Time)"
"996","Оріяна","Гнатишина","Устимівна","female","Sat Jun 02 1990 03:42:33 GMT+0400 (Eastern European Summer Time)"
"997","Віра","Цушко","Макарівна","female","Mon Mar 15 1976 21:19:54 GMT+0300 (Eastern European Standard Time)"
"998","Віргінія","Бердник","Корнилівна","female","Mon Jul 12 1982 01:54:09 GMT+0400 (Eastern European Summer Time)"
"999","Любомира","Опенько","Любомирівна","female","Fri Nov 11 1966 17:43:17 GMT+0300 (Eastern European Standard Time)"
"1000","Лад","Ящук","Пантелеймонович","male","Sun Oct 17 1993 17:48:28 GMT+0200 (Eastern European Standard Time)"
